1,-78.4935943,-0.215144579,27.472
2,-78.75913855,-0.026736035,25.3788
3,-78.40069017,-0.607965196,29.1244
4,-78.35555945,-0.420149013,28.3727
5,-78.57637479,-0.367886625,27.675
6,-78.32853405,-0.203396206,27.524
7,-78.64924726,-0.21899168,27.465
8,-78.42842613,0.000206522,26.8567
9,-78.59367593,-0.041357788,27.2387
10,-78.42003475,0.160998863,27.4389
11,-78.48016251,-0.036569951,26.56
12,-78.60343324,-0.043272656,26.524
13,-78.52408194,-0.327843206,27.853
14,-78.53086916,-0.108200337,27.7
15,-78.54161053,-0.083505058,27.702
16,-78.49336682,-0.194657747,27.541
17,-78.49815456,-0.184206235,27.598
18,-78.51875179,-0.129676751,27.72
19,-78.52720877,-0.107540708,27.798
20,-78.5376424,-0.086422611,27.786
21,-78.48194863,0.009263036,27.282
22,-78.50021705,0.008795145,27.3
23,-78.41575593,0.004825777,27.037
24,-78.419077,-0.006933044,27.044
25,-78.45564741,-0.007781925,27.153
26,-78.46315108,0.006771921,27.19
27,-78.46643197,-0.005250105,27.217
28,-78.49831186,0.002787334,27.322
29,-78.49710143,-0.004920745,27.364
30,-78.49643879,0.022271611,27.236
31,-78.49799138,0.016637498,27.264
32,-78.46402986,0.022056301,27.219
33,-78.40833035,0.030750792,27.025
34,-78.48723118,-0.191629508,27.492
35,-78.47759303,-0.192340467,27.59
36,-78.49125523,-0.178977396,27.572
37,-78.48390247,-0.176432288,27.512
38,-78.50199676,-0.151845961,27.673
39,-78.49352896,-0.148701168,27.598
40,-78.51279189,-0.125649795,27.683
41,-78.50564344,-0.123484163,27.665
42,-78.52237799,-0.102142885,27.746
43,-78.51451825,-0.099414597,28.686
44,-78.53120833,-0.081900574,27.739
45,-78.52448671,-0.078146816,27.694
46,-78.46993345,-0.188182468,27.407
47,-78.46423624,-0.183510846,27.474
48,-78.48192584,-0.160886074,27.465
49,-78.49282771,-0.132053958,27.58
50,-78.48696772,-0.124738181,27.544
51,-78.49044795,-0.11837814,27.603
52,-78.50490763,-0.103189332,27.699
53,-78.49848764,-0.100262566,27.637
54,-78.51629061,-0.076928754,27.691
55,-78.51057545,-0.073490714,27.58
56,-78.45554086,-0.18017358,27.338
57,-78.50442947,-0.069091724,27.507
58,-78.49831918,-0.063828918,28.404
59,-78.49125921,-0.076299838,27.51
60,-78.49415773,-0.095306041,27.544
61,-78.48752089,-0.090711318,27.454
62,-78.48626646,-0.113628471,27.564
63,-78.48207103,-0.121194239,27.552
64,-78.47564437,-0.118779143,27.476
65,-78.47159579,-0.146959823,27.406
66,-78.46556819,-0.143283198,27.379
67,-78.46493844,-0.165666127,27.385
